year;month;day;hour;weekday;temp;blackout;phases;deenergized;function
2022;6;5;15;7;20.8;0;0;0;1.419
2022;6;5;16;7;20.9;0;0;0;1.407
2022;6;5;17;7;19.2;0;0;0;1.404
2022;6;5;18;7;18.9;0;0;0;1.408
2022;6;5;19;7;19.1;0;0;0;1.418
2022;6;5;20;7;16.1;0;0;0;1.41
2022;6;5;21;7;15.7;0;0;0;1.381
2022;6;5;22;7;16.5;0;0;0;1.414
2022;6;5;23;7;14.6;0;0;0;1.367
2022;6;5;24;7;14.3;0;0;0;1.217
2022;6;6;1;1;15.2;0;0;0;1.039
2022;6;6;2;1;14.1;0;0;0;0.909
2022;6;6;3;1;13.8;0;0;0;0.84
2022;6;6;4;1;14.9;0;0;0;0.811
2022;6;6;5;1;15.9;0;0;0;0.792
2022;6;6;6;1;17.9;0;0;0;0.828
2022;6;6;7;1;19.1;0;0;0;0.973
2022;6;6;8;1;21.3;0;0;0;1.191
2022;6;6;9;1;22.2;0;0;0;1.427
2022;6;6;10;1;22.3;0;0;0;1.581
2022;6;6;11;1;24.3;0;0;0;1.64
2022;6;6;12;1;24.2;0;0;0;1.648
2022;6;6;13;1;23.5;0;0;0;1.632
2022;6;6;14;1;24.1;0;0;0;1.639
2022;6;6;15;1;23.9;0;0;0;1.629
2022;6;6;16;1;23.7;0;0;0;1.604
2022;6;6;17;1;23;0;0;0;1.583
2022;6;6;18;1;21.8;0;0;0;1.559
2022;6;6;19;1;21.1;0;0;0;1.532
2022;6;6;20;1;17.6;0;0;0;1.507
2022;6;6;21;1;16.2;0;0;0;1.46
2022;6;6;22;1;17;0;0;0;1.468
2022;6;6;23;1;16.5;0;0;0;1.406
2022;6;6;24;1;16.2;0;0;0;1.247
2022;6;7;1;2;15.5;0;0;0;1.061
2022;6;7;2;2;14;0;0;0;0.922
2022;6;7;3;2;14.9;0;0;0;0.853
2022;6;7;4;2;14.9;0;0;0;0.82
2022;6;7;5;2;16.7;0;0;0;0.839
2022;6;7;6;2;19.4;0;0;0;0.841
2022;6;7;7;2;21.2;0;0;0;0.987
2022;6;7;8;2;23.5;0;0;0;1.209
2022;6;7;9;2;24.5;0;0;0;1.454
2022;6;7;10;2;24.9;0;0;0;1.614
2022;6;7;11;2;25.1;0;0;0;1.682
2022;6;7;12;2;25.2;0;0;0;1.69
2022;6;7;13;2;26.2;0;0;0;1.681
2022;6;7;14;2;25.7;0;0;0;1.691
2022;6;7;15;2;25.8;0;0;0;1.684
2022;6;7;16;2;26.6;0;0;0;1.668
2022;6;7;17;2;25.3;0;0;0;1.648
2022;6;7;18;2;24.1;0;0;0;1.615
2022;6;7;19;2;22;0;0;0;1.583
2022;6;7;20;2;20.8;0;0;0;1.55
2022;6;7;21;2;20.5;0;0;0;1.497
2022;6;7;22;2;20.5;0;0;0;1.508
2022;6;7;23;2;19.1;0;0;0;1.434
2022;6;7;24;2;18.8;0;0;0;1.264
2022;6;8;1;3;17;0;0;0;1.082
2022;6;8;2;3;17.4;0;0;0;0.941
2022;6;8;3;3;16.2;0;0;0;0.872
2022;6;8;4;3;16;0;0;0;0.84
2022;6;8;5;3;19.6;0;0;0;0.824
2022;6;8;6;3;22.2;0;0;0;0.859
2022;6;8;7;3;23.7;0;0;0;1.007
2022;6;8;8;3;26;0;0;0;1.225
2022;6;8;9;3;27.1;0;0;0;1.482
2022;6;8;10;3;27.1;0;0;0;1.664
2022;6;8;11;3;27;0;0;0;1.767
2022;6;8;12;3;28.7;0;0;0;1.756
2022;6;8;13;3;28.3;0;0;0;1.735
2022;6;8;14;3;28.3;0;0;0;1.765
2022;6;8;15;3;28.1;0;0;0;1.756
2022;6;8;16;3;28.4;0;0;0;1.744
2022;6;8;17;3;27.3;0;0;0;1.71
2022;6;8;18;3;25.7;0;0;0;1.68
2022;6;8;19;3;24;0;0;0;1.651
2022;6;8;20;3;21.8;0;0;0;1.611
2022;6;8;21;3;20.8;0;0;0;1.545
2022;6;8;22;3;20.2;0;0;0;1.541
2022;6;8;23;3;20;0;0;0;1.473
2022;6;8;24;3;20;0;0;0;1.304
2022;6;9;1;4;18.4;0;0;0;1.113
2022;6;9;2;4;18.8;0;0;0;0.961
2022;6;9;3;4;18.3;0;0;0;0.89
2022;6;9;4;4;16.9;0;0;0;0.855
2022;6;9;5;4;19.7;0;0;0;0.837
2022;6;9;6;4;22;0;0;0;0.878
2022;6;9;7;4;25;0;0;0;1.01
2022;6;9;8;4;26.9;0;0;0;1.252
2022;6;9;9;4;28.2;0;0;0;1.515
2022;6;9;10;4;28.8;0;0;0;1.708
2022;6;9;11;4;28.2;0;0;0;1.807
2022;6;9;12;4;29;0;0;0;1.821
2022;6;9;13;4;29.8;0;0;0;1.799
2022;6;9;14;4;29.1;0;0;0;1.804
2022;6;9;15;4;29.1;0;0;0;1.804
2022;6;9;16;4;28.9;0;0;0;1.788
2022;6;9;17;4;28;0;0;0;1.748
2022;6;9;18;4;26.9;0;0;0;1.716
2022;6;9;19;4;25.9;0;0;0;1.685
2022;6;9;20;4;23.1;0;0;0;1.642
2022;6;9;21;4;21.5;0;0;0;1.577
2022;6;9;22;4;22.1;0;0;0;1.562
2022;6;9;23;4;20.1;0;0;0;1.497
2022;6;9;24;4;19.2;0;0;0;1.328
2022;6;10;1;5;20.1;0;0;0;1.127
2022;6;10;2;5;18;0;0;0;0.981
2022;6;10;3;5;17.3;0;0;0;0.907
2022;6;10;4;5;17.8;0;0;0;0.872
2022;6;10;5;5;20.3;0;0;0;0.85
2022;6;10;6;5;22.7;0;0;0;0.886
2022;6;10;7;5;23.2;0;0;0;1.028
2022;6;10;8;5;27.3;0;0;0;1.247
2022;6;10;9;5;28.5;0;0;0;1.502
2022;6;10;10;5;28;0;0;0;1.699
2022;6;10;11;5;29.4;0;0;0;1.803
2022;6;10;12;5;29.9;0;0;0;1.814
2022;6;10;13;5;29.2;0;0;0;1.81
2022;6;10;14;5;30.2;0;0;0;1.818
2022;6;10;15;5;29.7;0;0;0;1.811
2022;6;10;16;5;29.5;0;0;0;1.781
2022;6;10;17;5;28.5;0;0;0;1.772
2022;6;10;18;5;27.1;0;0;0;1.733
2022;6;10;19;5;24.5;0;0;0;1.678
2022;6;10;20;5;23;0;0;0;1.615
2022;6;10;21;5;21.6;0;0;0;1.537
2022;6;10;22;5;20.6;0;0;0;1.505
2022;6;10;23;5;19.1;0;0;0;1.444
2022;6;10;24;5;18.2;0;0;0;1.306
2022;6;11;1;6;18.8;0;0;0;1.123
2022;6;11;2;6;17.5;0;0;0;0.986
2022;6;11;3;6;16.1;0;0;0;0.91
2022;6;11;4;6;18.2;0;0;0;0.872
2022;6;11;5;6;20.6;0;0;0;0.85
2022;6;11;6;6;23.7;0;0;0;0.867
2022;6;11;7;6;25.4;0;0;0;0.953
2022;6;11;8;6;28.6;0;0;0;1.103
2022;6;11;9;6;29.6;0;0;0;1.322
2022;6;11;10;6;29.3;0;0;0;1.512
2022;6;11;11;6;31;0;0;0;1.638
2022;6;11;12;6;31.5;0;0;0;1.688
2022;6;11;13;6;31.1;0;0;0;1.702
2022;6;11;14;6;31.6;0;0;0;1.699
2022;6;11;15;6;31.4;0;0;0;1.692
2022;6;11;16;6;31.8;0;0;0;1.685
2022;6;11;17;6;30.6;0;0;0;1.67
2022;6;11;18;6;28.9;0;0;0;1.654
2022;6;11;19;6;26.8;0;0;0;1.62
2022;6;11;20;6;23.5;0;0;0;1.578
2022;6;11;21;6;21.8;0;0;0;1.518
2022;6;11;22;6;22.5;0;0;0;1.496
2022;6;11;23;6;20.8;0;0;0;1.454
2022;6;11;24;6;20.1;0;0;0;1.315
2022;6;12;1;7;20.9;0;0;0;1.134
2022;6;12;2;7;19.2;0;0;0;1
2022;6;12;3;7;18.9;0;0;0;0.929
2022;6;12;4;7;20;0;0;0;0.891
2022;6;12;5;7;21.4;0;0;0;0.864
2022;6;12;6;7;23.1;0;0;0;0.873
2022;6;12;7;7;22.5;0;0;0;0.943
2022;6;12;8;7;26.9;0;0;0;1.06
2022;6;12;9;7;26.5;0;0;0;1.242
2022;6;12;10;7;26.2;0;0;0;1.425
2022;6;12;11;7;26.4;0;0;0;1.553
2022;6;12;12;7;27.2;0;0;0;1.614
2022;6;12;13;7;27.3;0;0;0;1.634
2022;6;12;14;7;26.4;0;0;0;1.635
2022;6;12;15;7;26.7;0;0;0;1.631
2022;6;12;16;7;25.4;0;0;0;1.616
2022;6;12;17;7;25.9;0;0;0;1.615
2022;6;12;18;7;25.1;0;0;0;1.578
2022;6;12;19;7;24.9;0;0;0;1.565
2022;6;12;20;7;22.6;0;0;0;1.551
2022;6;12;21;7;22;0;0;0;1.515
2022;6;12;22;7;22.2;0;0;0;1.517
2022;6;12;23;7;20.5;0;0;0;1.488
2022;6;12;24;7;19.7;0;0;0;1.333
2022;6;13;1;1;20.4;0;0;0;1.139
2022;6;13;2;1;18.5;0;0;0;0.994
2022;6;13;3;1;18.1;0;0;0;0.923
2022;6;13;4;1;19.4;0;0;0;0.889
2022;6;13;5;1;21;0;0;0;0.865
2022;6;13;6;1;22.6;0;0;0;0.894
2022;6;13;7;1;22.3;0;0;0;1.039
2022;6;13;8;1;24.8;0;0;0;1.262
2022;6;13;9;1;25.6;0;0;0;1.517
2022;6;13;10;1;25.1;0;0;0;1.715
2022;6;13;11;1;27;0;0;0;1.826
2022;6;13;12;1;27.7;0;0;0;1.851
2022;6;13;13;1;26.2;0;0;0;1.851
2022;6;13;14;1;28;0;0;0;1.854
2022;6;13;15;1;27.5;0;0;0;1.852
2022;6;13;16;1;27;0;0;0;1.828
2022;6;13;17;1;27;0;0;0;1.812
2022;6;13;18;1;26.4;0;0;0;1.783
2022;6;13;19;1;24.5;0;0;0;1.738
2022;6;13;20;1;23.3;0;0;0;1.69
2022;6;13;21;1;22.3;0;0;0;1.615
2022;6;13;22;1;22.2;0;0;0;1.595
2022;6;13;23;1;21.5;0;0;0;1.53
2022;6;13;24;1;20.7;0;0;0;1.356
2022;6;14;1;2;20.3;0;0;0;1.168
2022;6;14;2;2;19.5;0;0;0;1.032
2022;6;14;3;2;19;0;0;0;0.954
2022;6;14;4;2;20.2;0;0;0;0.913
2022;6;14;5;2;19.5;0;0;0;0.89
2022;6;14;6;2;18.8;0;0;0;0.925
2022;6;14;7;2;18;0;0;0;1.056
2022;6;14;8;2;18.2;0;0;0;1.296
2022;6;14;9;2;18.4;0;0;0;1.495
2022;6;14;10;2;18;0;0;0;1.606
2022;6;14;11;2;18.7;0;0;0;1.656
2022;6;14;12;2;19.4;0;0;0;1.684
2022;6;14;13;2;19.7;0;0;0;1.675
2022;6;14;14;2;20.3;0;0;0;1.68
2022;6;14;15;2;20.5;0;0;0;1.689
2022;6;14;16;2;20.7;0;0;0;1.676
2022;6;14;17;2;19.8;0;0;0;1.651
2022;6;14;18;2;19.1;0;0;0;1.615
2022;6;14;19;2;18.4;0;0;0;1.586
2022;6;14;20;2;17.4;0;0;0;1.545
2022;6;14;21;2;16.6;0;0;0;1.487
2022;6;14;22;2;16.2;0;0;0;1.475
2022;6;14;23;2;15.4;0;0;0;1.415
2022;6;14;24;2;14.6;0;0;0;1.259
2022;6;15;1;3;14.2;0;0;0;1.095
2022;6;15;2;3;13.4;0;0;0;0.946
2022;6;15;3;3;13;0;0;0;0.877
2022;6;15;4;3;12.8;0;0;0;0.847
2022;6;15;5;3;14;0;0;0;0.83
2022;6;15;6;3;15.3;0;0;0;0.867
2022;6;15;7;3;16;0;0;0;1.014
2022;6;15;8;3;17.5;0;0;0;1.23
2022;6;15;9;3;18.5;0;0;0;1.464
2022;6;15;10;3;20.1;0;0;0;1.619
2022;6;15;11;3;19.8;0;0;0;1.673
2022;6;15;12;3;20.2;0;0;0;1.699
2022;6;15;13;3;21.3;0;0;0;1.682
2022;6;15;14;3;20.6;0;0;0;1.686
2022;6;15;15;3;20.6;0;0;0;1.672
2022;6;15;16;3;19.5;0;0;0;1.65
2022;6;15;17;3;18.9;0;0;0;1.614
2022;6;15;18;3;18.4;0;0;0;1.582
2022;6;15;19;3;18.7;0;0;0;1.549
2022;6;15;20;3;17.2;0;0;0;1.518
2022;6;15;21;3;16.5;0;0;0;1.469
2022;6;15;22;3;16.4;0;0;0;1.458
2022;6;15;23;3;15.7;0;0;0;1.404
2022;6;15;24;3;15.2;0;0;0;1.254
2022;6;16;1;4;14.8;0;0;0;1.059
2022;6;16;2;4;14.4;0;0;0;0.929
2022;6;16;3;4;14.1;0;0;0;0.869
2022;6;16;4;4;14.7;0;0;0;0.839
2022;6;16;5;4;16.1;0;0;0;0.82
2022;6;16;6;4;17.5;0;0;0;0.859
2022;6;16;7;4;19.3;0;0;0;1.007
2022;6;16;8;4;19.8;0;0;0;1.231
2022;6;16;9;4;20.8;0;0;0;1.478
2022;6;16;10;4;21.2;0;0;0;1.642
2022;6;16;11;4;21.6;0;0;0;1.727
2022;6;16;12;4;22.1;0;0;0;1.731
2022;6;16;13;4;24.3;0;0;0;1.716
2022;6;16;14;4;22.7;0;0;0;1.713
2022;6;16;15;4;22.8;0;0;0;1.704
2022;6;16;16;4;23.3;0;0;0;1.686
2022;6;16;17;4;22.2;0;0;0;1.661
2022;6;16;18;4;21;0;0;0;1.619
2022;6;16;19;4;21.1;0;0;0;1.573
2022;6;16;20;4;19;0;0;0;1.537
2022;6;16;21;4;18.1;0;0;0;1.481
2022;6;16;22;4;17.2;0;0;0;1.475
2022;6;16;23;4;16.8;0;0;0;1.423
2022;6;16;24;4;16.4;0;0;0;1.266
2022;6;17;1;5;15.3;0;0;0;1.087
2022;6;17;2;5;15.7;0;0;0;0.947
2022;6;17;3;5;15.4;0;0;0;0.876
2022;6;17;4;5;15.1;0;0;0;0.845
2022;6;17;5;5;16.6;0;0;0;0.828
2022;6;17;6;5;18.1;0;0;0;0.862
2022;6;17;7;5;20.6;0;0;0;1.009
2022;6;17;8;5;20.8;0;0;0;1.202
2022;6;17;9;5;21.9;0;0;0;1.459
2022;6;17;10;5;23.7;0;0;0;1.628
2022;6;17;11;5;23.1;0;0;0;1.704
2022;6;17;12;5;22.5;0;0;0;1.714
2022;6;17;13;5;24.1;0;0;0;1.708
2022;6;17;14;5;21;0;0;0;1.713
2022;6;17;15;5;20;0;0;0;1.693
2022;6;17;16;5;21.7;0;0;0;1.67
2022;6;17;17;5;20.3;0;0;0;1.625
2022;6;17;18;5;18.9;0;0;0;1.576
2022;6;17;19;5;16.2;0;0;0;1.537
2022;6;17;20;5;16.8;0;0;0;1.513
2022;6;17;21;5;16;0;0;0;1.443
2022;6;17;22;5;15;0;0;0;1.395
2022;6;17;23;5;14.8;0;0;0;1.312
2022;6;17;24;5;14.4;0;0;0;1.189
2022;6;18;1;6;13.9;0;0;0;1.041
2022;6;18;2;6;13.9;0;0;0;0.931
2022;6;18;3;6;13.9;0;0;0;0.867
2022;6;18;4;6;14;0;0;0;0.835
2022;6;18;5;6;14.8;0;0;0;0.816
2022;6;18;6;6;15.8;0;0;0;0.834
2022;6;18;7;6;15.7;0;0;0;0.914
2022;6;18;8;6;17.7;0;0;0;1.033
2022;6;18;9;6;18.6;0;0;0;1.221
2022;6;18;10;6;20.2;0;0;0;1.388
2022;6;18;11;6;20.8;0;0;0;1.498
2022;6;18;12;6;21.4;0;0;0;1.524
2022;6;18;13;6;21.1;0;0;0;1.521
2022;6;18;14;6;22.2;0;0;0;1.506
2022;6;18;15;6;22.5;0;0;0;1.488
2022;6;18;16;6;22.9;0;0;0;1.46
2022;6;18;17;6;22;0;0;0;1.452
2022;6;18;18;6;21.1;0;0;0;1.445
2022;6;18;19;6;20.8;0;0;0;1.43
2022;6;18;20;6;19.4;0;0;0;1.401
2022;6;18;21;6;18.5;0;0;0;1.361
2022;6;18;22;6;16.5;0;0;0;1.362
2022;6;18;23;6;16.2;0;0;0;1.336
2022;6;18;24;6;16;0;0;0;1.222
2022;6;19;1;7;16.9;0;0;0;1.054
2022;6;19;2;7;15.7;0;0;0;0.93
2022;6;19;3;7;15.7;0;0;0;0.864
2022;6;19;4;7;16.4;0;0;0;0.831
2022;6;19;5;7;18.3;0;0;0;0.81
2022;6;19;6;7;20.2;0;0;0;0.82
2022;6;19;7;7;22.6;0;0;0;0.897
2022;6;19;8;7;23.4;0;0;0;1.021
2022;6;19;9;7;24.7;0;0;0;1.204
2022;6;19;10;7;25.7;0;0;0;1.383
2022;6;19;11;7;26.4;0;0;0;1.513
2022;6;19;12;7;27.1;0;0;0;1.554
2022;6;19;13;7;28.3;0;0;0;1.56
2022;6;19;14;7;28.1;0;0;0;1.555
2022;6;19;15;7;28.5;0;0;0;1.555
2022;6;19;16;7;29.2;0;0;0;1.554
2022;6;19;17;7;27.9;0;0;0;1.557
2022;6;19;18;7;26.5;0;0;0;1.567
2022;6;19;19;7;26;0;0;0;1.56
2022;6;19;20;7;24.2;0;0;0;1.552
2022;6;19;21;7;23.2;0;0;0;1.513
2022;6;19;22;7;22.2;0;0;0;1.51
2022;6;19;23;7;21.7;0;0;0;1.48
2022;6;19;24;7;21.1;0;0;0;1.322
2022;6;20;1;1;21.3;0;0;0;1.117
2022;6;20;2;1;20.2;0;0;0;0.973
2022;6;20;3;1;19.9;0;0;0;0.904
2022;6;20;4;1;20.4;0;0;0;0.869
2022;6;20;5;1;21.9;0;0;0;0.848
2022;6;20;6;1;23.5;0;0;0;0.878
2022;6;20;7;1;24;0;0;0;1.027
2022;6;20;8;1;26.6;0;0;0;1.252
2022;6;20;9;1;28.2;0;0;0;1.523
2022;6;20;10;1;28.8;0;0;0;1.722
2022;6;20;11;1;29.6;0;0;0;1.845
2022;6;20;12;1;30.5;0;0;0;1.871
2022;6;20;13;1;31.3;0;0;0;1.883
2022;6;20;14;1;31.3;0;0;0;1.911
2022;6;20;15;1;31.3;0;0;0;1.933
2022;6;20;16;1;30.9;0;0;0;1.93
2022;6;20;17;1;29.8;0;0;0;1.903
2022;6;20;18;1;28.4;0;0;0;1.873
2022;6;20;19;1;27.2;0;0;0;1.828
2022;6;20;20;1;25.8;0;0;0;1.774
2022;6;20;21;1;24.6;0;0;0;1.68
2022;6;20;22;1;23.4;0;0;0;1.629
2022;6;20;23;1;23.1;0;0;0;1.565
2022;6;20;24;1;22.4;0;0;0;1.379
2022;6;21;1;2;23.3;0;0;0;1.163
2022;6;21;2;2;21.1;0;0;0;1.017
2022;6;21;3;2;20.6;0;0;0;0.944
2022;6;21;4;2;21.5;0;0;0;0.91
2022;6;21;5;2;22.3;0;0;0;0.887
2022;6;21;6;2;23.1;0;0;0;0.919
2022;6;21;7;2;24.7;0;0;0;1.065
2022;6;21;8;2;24.5;0;0;0;1.3
2022;6;21;9;2;25.1;0;0;0;1.584
2022;6;21;10;2;28.1;0;0;0;1.793
2022;6;21;11;2;26.4;0;0;0;1.919
2022;6;21;12;2;24.7;0;0;0;1.984
2022;6;21;13;2;22.8;0;0;0;1.977
2022;6;21;14;2;22.2;0;0;0;1.93
2022;6;21;15;2;21.3;0;0;0;1.847
2022;6;21;16;2;18.5;0;0;0;1.735
2022;6;21;17;2;18.3;0;0;0;1.665
2022;6;21;18;2;18.2;0;0;0;1.612
2022;6;21;19;2;18.2;0;0;0;1.581
2022;6;21;20;2;17.1;0;0;0;1.559
2022;6;21;21;2;16.2;0;0;0;1.494
2022;6;21;22;2;14.5;0;0;0;1.467
2022;6;21;23;2;13.8;0;0;0;1.409
2022;6;21;24;2;13.1;0;0;0;1.246
2022;6;22;1;3;12.8;0;0;0;1.071
2022;6;22;2;3;12.3;0;0;0;0.929
2022;6;22;3;3;12.1;0;0;0;0.87
2022;6;22;4;3;11.8;0;0;0;0.84
2022;6;22;5;3;12.2;0;0;0;0.826
2022;6;22;6;3;12.5;0;0;0;0.86
2022;6;22;7;3;13.4;0;0;0;0.999
2022;6;22;8;3;13.7;0;0;0;1.209
2022;6;22;9;3;14.4;0;0;0;1.417
2022;6;22;10;3;15.4;0;0;0;1.57
2022;6;22;11;3;16;0;0;0;1.63
2022;6;22;12;3;16.6;0;0;0;1.631
2022;6;22;13;3;18.2;0;0;0;1.623
2022;6;22;14;3;17.4;0;0;0;1.633
2022;6;22;15;3;17.5;0;0;0;1.625
2022;6;22;16;3;17.8;0;0;0;1.604
2022;6;22;17;3;17.4;0;0;0;1.586
2022;6;22;18;3;17;0;0;0;1.564
2022;6;22;19;3;16.7;0;0;0;1.539
2022;6;22;20;3;16.1;0;0;0;1.511
2022;6;22;21;3;15.7;0;0;0;1.464
2022;6;22;22;3;15.1;0;0;0;1.45
2022;6;22;23;3;15;0;0;0;1.391
2022;6;22;24;3;14.9;0;0;0;1.231
2022;6;23;1;4;14.6;0;0;0;1.057
2022;6;23;2;4;14.8;0;0;0;0.93
2022;6;23;3;4;14.9;0;0;0;0.866
2022;6;23;4;4;13.8;0;0;0;0.838
2022;6;23;5;4;15.7;0;0;0;0.826
2022;6;23;6;4;16.4;0;0;0;0.86
2022;6;23;7;4;17.6;0;0;0;0.99
2022;6;23;8;4;17.7;0;0;0;1.196
2022;6;23;9;4;18.3;0;0;0;1.405
2022;6;23;10;4;19.2;0;0;0;1.584
2022;6;23;11;4;19.7;0;0;0;1.661
2022;6;23;12;4;20.2;0;0;0;1.662
2022;6;23;13;4;19.5;0;0;0;1.645
2022;6;23;14;4;20.9;0;0;0;1.658
2022;6;23;15;4;21;0;0;0;1.645
2022;6;23;16;4;20.2;0;0;0;1.614
2022;6;23;17;4;19.9;0;0;0;1.586
2022;6;23;18;4;19.6;0;0;0;1.572
2022;6;23;19;4;19.4;0;0;0;1.554
2022;6;23;20;4;18.9;0;0;0;1.516
2022;6;23;21;4;18.5;0;0;0;1.485
2022;6;23;22;4;18.7;0;0;0;1.444
2022;6;23;23;4;18.4;0;0;0;1.373
2022;6;23;24;4;18.1;0;0;0;1.213
2022;6;24;1;5;17.3;0;0;0;1.047
2022;6;24;2;5;17.6;0;0;0;0.923
2022;6;24;3;5;17.4;0;0;0;0.865
2022;6;24;4;5;17.7;0;0;0;0.835
2022;6;24;5;5;18.4;0;0;0;0.821
2022;6;24;6;5;19.2;0;0;0;0.854
2022;6;24;7;5;19.7;0;0;0;0.993
2022;6;24;8;5;20.8;0;0;0;1.202
2022;6;24;9;5;21.8;0;0;0;1.431
2022;6;24;10;5;22.6;0;0;0;1.594
2022;6;24;11;5;23.1;0;0;0;1.667
2022;6;24;12;5;23.6;0;0;0;1.672
2022;6;24;13;5;25.2;0;0;0;1.677
2022;6;24;14;5;24.4;0;0;0;1.68
2022;6;24;15;5;24.6;0;0;0;1.689
2022;6;24;16;5;26.3;0;0;0;1.684
2022;6;24;17;5;25.3;0;0;0;1.668
2022;6;24;18;5;24.3;0;0;0;1.638
2022;6;24;19;5;23.7;0;0;0;1.598
2022;6;24;20;5;22.2;0;0;0;1.54
2022;6;24;21;5;21.2;0;0;0;1.461
2022;6;24;22;5;20.4;0;0;0;1.429
2022;6;24;23;5;19.7;0;0;0;1.391
2022;6;24;24;5;18.9;0;0;0;1.261
2022;6;25;1;6;18.5;0;0;0;1.092
2022;6;25;2;6;17.9;0;0;0;0.97
2022;6;25;3;6;17.6;0;0;0;0.883
2022;6;25;4;6;17.9;0;0;0;0.849
2022;6;25;5;6;19.1;0;0;0;0.829
2022;6;25;6;6;20.3;0;0;0;0.845
2022;6;25;7;6;22.4;0;0;0;0.929
2022;6;25;8;6;22.5;0;0;0;1.071
2022;6;25;9;6;23.4;0;0;0;1.264
2022;6;25;10;6;25.2;0;0;0;1.44
2022;6;25;11;6;25.4;0;0;0;1.574
2022;6;25;12;6;25.6;0;0;0;1.616
2022;6;25;13;6;26.5;0;0;0;1.611
2022;6;25;14;6;25.6;0;0;0;1.602
2022;6;25;15;6;25.5;0;0;0;1.59
2022;6;25;16;6;26.8;0;0;0;1.574
2022;6;25;17;6;24.5;0;0;0;1.562
2022;6;25;18;6;23.6;0;0;0;1.542
2022;6;25;19;6;24.2;0;0;0;1.512
2022;6;25;20;6;21.9;0;0;0;1.475
2022;6;25;21;6;21.1;0;0;0;1.427
2022;6;25;22;6;20.5;0;0;0;1.418
2022;6;25;23;6;20;0;0;0;1.396
2022;6;25;24;6;19.6;0;0;0;1.257
2022;6;26;1;7;19.9;0;0;0;1.096
2022;6;26;2;7;18.9;0;0;0;0.969
2022;6;26;3;7;18.7;0;0;0;0.901
2022;6;26;4;7;19.5;0;0;0;0.863
2022;6;26;5;7;20.1;0;0;0;0.839
2022;6;26;6;7;21.4;0;0;0;0.849
2022;6;26;7;7;23;0;0;0;0.933
2022;6;26;8;7;23.7;0;0;0;1.06
2022;6;26;9;7;24.7;0;0;0;1.225
2022;6;26;10;7;26.4;0;0;0;1.398
2022;6;26;11;7;26.7;0;0;0;1.54
2022;6;26;12;7;27;0;0;0;1.57
2022;6;26;13;7;28;0;0;0;1.564
2022;6;26;14;7;27.3;0;0;0;1.589
2022;6;26;15;7;27.1;0;0;0;1.586
2022;6;26;16;7;26.7;0;0;0;1.583
2022;6;26;17;7;25.9;0;0;0;1.572
2022;6;26;18;7;25.1;0;0;0;1.572
2022;6;26;19;7;24.7;0;0;0;1.554
2022;6;26;20;7;23.5;0;0;0;1.537
2022;6;26;21;7;22.8;0;0;0;1.498
2022;6;26;22;7;22.8;0;0;0;1.493
2022;6;26;23;7;22.1;0;0;0;1.466
2022;6;26;24;7;21.5;0;0;0;1.299
2022;6;27;1;1;21.7;0;0;0;1.104
2022;6;27;2;1;20.5;0;0;0;0.972
2022;6;27;3;1;20.2;0;0;0;0.908
2022;6;27;4;1;20.6;0;0;0;0.875
2022;6;27;5;1;21.9;0;0;0;0.853
2022;6;27;6;1;23.3;0;0;0;0.886
2022;6;27;7;1;23.7;0;0;0;1.032
2022;6;27;8;1;25.8;0;0;0;1.266
2022;6;27;9;1;27;0;0;0;1.524
2022;6;27;10;1;28.1;0;0;0;1.753
2022;6;27;11;1;28.7;0;0;0;1.892
2022;6;27;12;1;29.2;0;0;0;1.942
2022;6;27;13;1;30.9;0;0;0;1.95
2022;6;27;14;1;29.7;0;0;0;1.989
2022;6;27;15;1;29.7;0;0;0;1.987
2022;6;27;16;1;29.7;0;0;0;1.97
2022;6;27;17;1;28.8;0;0;0;1.941
2022;6;27;18;1;27.8;0;0;0;1.894
2022;6;27;19;1;27.2;0;0;0;1.828
2022;6;27;20;1;25.9;0;0;0;1.765
2022;6;27;21;1;25;0;0;0;1.678
2022;6;27;22;1;22.7;0;0;0;1.651
2022;6;27;23;1;22.2;0;0;0;1.579
2022;6;27;24;1;21.8;0;0;0;1.388
2022;6;28;1;2;22.1;0;0;0;1.181
2022;6;28;2;2;21.1;0;0;0;1.037
2022;6;28;3;2;20.9;0;0;0;0.963
2022;6;28;4;2;21.4;0;0;0;0.924
2022;6;28;5;2;22.7;0;0;0;0.905
2022;6;28;6;2;24.7;0;0;0;0.938
2022;6;28;7;2;27;0;0;0;1.092
2022;6;28;8;2;28;0;0;0;1.341
2022;6;28;9;2;29.3;0;0;0;1.648
2022;6;28;10;2;31.4;0;0;0;1.902
2022;6;28;11;2;31.8;0;0;0;2.028
2022;6;28;12;2;32.3;0;0;0;2.057
2022;6;28;13;2;31.7;0;0;0;2.086
2022;6;28;14;2;32.6;0;0;0;2.114
2022;6;28;15;2;32.5;0;0;0;2.134
2022;6;28;16;2;32.2;0;0;0;2.133
2022;6;28;17;2;31;0;0;0;2.103
2022;6;28;18;2;29.8;0;0;0;2.043
2022;6;28;19;2;29.9;0;0;0;2.018
2022;6;28;20;2;27.7;0;0;0;1.942
2022;6;28;21;2;26.7;0;0;0;1.856
2022;6;28;22;2;25.3;0;0;0;1.791
2022;6;28;23;2;24.7;0;0;0;1.727
2022;6;28;24;2;24.1;0;0;0;1.492
2022;6;29;1;3;23.5;0;0;0;1.264
