year;month;day;hour;weekday;temp;blackout;phases;deenergized
2024;11;27;24;3;-0.7;0;0;0
2024;11;28;1;4;-0.6;0;0;0
2024;11;28;2;4;-0.3;0;0;0
2024;11;28;3;4;-0.2;0;0;0
2024;11;28;4;4;0.0;0;0;0
2024;11;28;5;4;0.1;0;0;0
2024;11;28;6;4;0.3;0;0;0
2024;11;28;7;4;0.5;0;0;0
2024;11;28;8;4;0.9;0;0;0
2024;11;28;9;4;1.3;1;4;0
2024;11;28;10;4;1.5;1;4;0
2024;11;28;11;4;2.1;1;4;0
2024;11;28;12;4;2.4;1;4;0
2024;11;28;13;4;2.9;1;4;0
2024;11;28;14;4;2.2;1;4;0
2024;11;28;15;4;1.8;1;4;0
2024;11;28;16;4;2.0;1;4;0
2024;11;28;17;4;1.6;1;4;0
2024;11;28;18;4;1.3;1;4;0
2024;11;28;19;4;0.6;1;4;0
2024;11;28;20;4;0.7;1;4;0
2024;11;28;21;4;0.5;1;4;0
2024;11;28;22;4;0.6;1;4;0
2024;11;28;23;4;0.4;1;4;0
2024;11;28;24;4;0.3;1;4;0
2024;11;29;1;5;0.6;1;1;0
2024;11;29;2;5;0.1;1;1;0
2024;11;29;3;5;0.0;1;1;0
2024;11;29;4;5;0.5;1;1;0
2024;11;29;5;5;0.4;1;1;0
2024;11;29;6;5;0.3;1;1;0
2024;11;29;7;5;0.1;1;1;0
2024;11;29;8;5;0.2;1;1;0
2024;11;29;9;5;0.1;1;1;0
2024;11;29;10;5;-0.1;1;1;0
2024;11;29;11;5;0.0;1;1;0
2024;11;29;12;5;0.1;1;1;0
2024;11;29;13;5;0.0;1;1;0
2024;11;29;14;5;0.1;1;1;0
2024;11;29;15;5;0.0;1;1;0
2024;11;29;16;5;0.0;1;1;0
2024;11;29;17;5;0.0;1;1;0
2024;11;29;18;5;0.1;1;1;0
2024;11;29;19;5;-0.1;1;1;0
2024;11;29;20;5;0.1;1;1;0
2024;11;29;21;5;0.1;1;1;0
2024;11;29;22;5;-0.1;1;1;0
2024;11;29;23;5;-0.1;1;1;0
2024;11;29;24;5;-0.2;1;1;0
2024;11;30;1;6;-0.4;0;0;0
2024;11;30;2;6;-0.2;0;0;0
2024;11;30;3;6;-0.2;0;0;0
2024;11;30;4;6;-0.3;0;0;0
2024;11;30;5;6;-0.2;0;0;0
2024;11;30;6;6;-0.2;0;0;0
2024;11;30;7;6;-0.1;0;0;0
2024;11;30;8;6;0.1;0;0;0
2024;11;30;9;6;0.3;1;1;0
2024;11;30;10;6;0.5;1;1;0
2024;11;30;11;6;0.8;1;1;0
2024;11;30;12;6;1.0;1;1;0
2024;11;30;13;6;0.9;1;1;0
2024;11;30;14;6;1.2;1;1;0
2024;11;30;15;6;1.1;1;1;0
2024;11;30;16;6;0.8;1;1;0
2024;11;30;17;6;0.6;1;1;0
2024;11;30;18;6;0.5;1;1;0
2024;11;30;19;6;0.7;1;1;0
2024;11;30;20;6;0.3;1;1;0
2024;11;30;21;6;0.3;1;1;0
2024;11;30;22;6;0.7;1;1;0
2024;11;30;23;6;0.2;0;0;0
2024;11;30;24;6;0.2;0;0;0
